time,bus,id,length,bitcount,mode,bytes,b1,b2,b3,b4,b5,b6,b7,b8
1.312348,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
1.313954,1,2C4,230000,119,Rx,8,05,15,00,15,00,80,11,8E
1.316586,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.316838,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.317047,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.318047,1,2C1,228000,118,Rx,8,08,FD,0C,01,74,A8,00,F9
1.322553,1,20,148000,78,Rx,3,00,00,07,,,,,
1.322821,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.323363,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.324149,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.324373,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.325213,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.328643,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.328869,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.331335,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.334593,1,20,148000,78,Rx,3,00,00,07,,,,,
1.334839,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.335088,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.335360,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.336188,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.336410,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
1.336656,1,4C7,238000,123,Rx,8,08,00,01,00,00,00,00,00
1.337494,1,2C4,230000,119,Rx,8,05,15,00,15,00,80,11,8E
1.340694,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.340946,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.341154,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.341593,1,2D0,234000,121,Rx,8,09,BC,09,00,10,00,00,B8
1.346653,1,20,148000,78,Rx,3,00,00,07,,,,,
1.346921,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.347375,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.348245,1,22,238000,123,Rx,8,01,FC,01,FC,00,00,00,24
1.348469,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
1.349787,1,2C1,228000,118,Rx,8,08,FD,0B,01,79,A8,00,FD
1.352719,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.352871,1,320,144000,76,Rx,3,00,20,46,,,,,
1.353080,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.356965,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.358663,1,20,148000,78,Rx,3,00,00,07,,,,,
1.358910,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.359158,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.359396,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.360258,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.360480,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.361054,1,2C4,230000,119,Rx,8,05,15,00,15,00,80,11,8E
1.364752,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.365005,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.365213,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.370719,1,20,148000,78,Rx,3,00,00,07,,,,,
1.370987,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.371379,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.372319,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.372543,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.373341,1,2D0,230000,119,Rx,8,09,B9,09,00,10,00,00,B5
1.376811,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.377037,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.379467,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.381529,1,2C1,228000,118,Rx,8,08,FD,0A,01,7A,A8,00,FD
1.382791,1,20,148000,78,Rx,3,00,00,07,,,,,
1.383038,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.383286,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.383524,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.383776,1,5CD,122000,65,Rx,2,63,31,,,,,,
1.384386,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.384611,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.384847,1,2C4,228000,118,Rx,8,05,1B,00,15,00,80,11,94
1.388692,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.388903,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.389155,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.389363,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.394829,1,20,148000,78,Rx,3,00,00,07,,,,,
1.395097,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.395415,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.396417,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.396639,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.400915,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.401067,1,320,144000,76,Rx,3,00,20,46,,,,,
1.401276,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.405069,1,2D0,232000,120,Rx,8,09,B7,09,00,10,00,00,B3
1.406871,1,20,148000,78,Rx,3,00,00,07,,,,,
1.407118,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.407366,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.407604,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.408150,1,2C4,230000,119,Rx,8,05,13,00,15,00,80,11,8C
1.408466,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.408685,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.412946,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.413199,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.413407,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.413643,1,2C1,228000,118,Rx,8,08,FD,0A,01,7A,A8,00,FD
1.418991,1,20,148000,78,Rx,3,00,00,07,,,,,
1.419259,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.419497,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.420441,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.420685,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.420908,1,23,214000,111,Rx,7,02,23,01,F1,00,00,41,
1.421200,1,56F,126000,67,Rx,2,53,00,,,,,,
1.425100,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.425326,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.427318,1,57A,122000,65,Rx,2,73,06,,,,,,
1.427586,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.431056,1,20,148000,78,Rx,3,00,00,07,,,,,
1.431302,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.431540,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.431788,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.432027,1,2C4,230000,119,Rx,8,05,15,00,15,00,80,11,8E
1.432654,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.432879,1,23,216000,112,Rx,7,02,22,01,F0,00,00,3F,
1.436822,1,2D0,234000,121,Rx,8,09,B8,09,00,10,00,00,B4
1.437162,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.437415,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.437623,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.443131,1,20,148000,78,Rx,3,00,00,07,,,,,
1.443399,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.443637,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.444733,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.444951,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.445187,1,2C1,228000,118,Rx,8,08,FD,0A,01,7A,A8,00,FD
1.449223,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.449375,1,320,144000,76,Rx,3,00,20,46,,,,,
1.449584,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.452172,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.455247,1,2C4,228000,118,Rx,8,05,16,00,15,00,80,11,8F
1.455404,1,20,148000,78,Rx,3,00,00,07,,,,,
1.455650,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.455888,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.456136,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.456992,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.457216,1,23,216000,112,Rx,7,02,23,01,F2,00,00,42,
1.461264,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.461517,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.461725,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.461911,1,591,178000,93,Rx,5,26,00,00,00,00,,,
1.462533,1,5D5,178000,93,Rx,5,56,00,00,00,00,,,
1.467251,1,20,148000,78,Rx,3,00,00,07,,,,,
1.467519,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.467757,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.468548,1,2D0,230000,119,Rx,8,09,B9,09,00,10,00,00,B5
1.468842,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.469060,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.470590,1,4CE,238000,123,Rx,8,0F,00,01,05,00,00,00,00
1.473338,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.473564,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.475714,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.476736,1,2C1,228000,118,Rx,8,08,FD,0A,01,7A,A8,00,FD
1.478784,1,2C4,228000,118,Rx,8,05,17,00,15,00,80,11,90
1.479296,1,20,148000,78,Rx,3,00,00,07,,,,,
1.479542,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.479781,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.480029,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.480901,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.481123,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.483925,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.485383,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.485635,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.485843,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.486093,1,3B2,242000,125,Rx,8,00,00,00,00,00,00,00,00
1.491079,1,56A,142000,75,Rx,3,54,10,80,,,,,
1.491372,1,20,148000,78,Rx,3,00,00,07,,,,,
1.491640,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.491878,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.492962,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.493186,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.497450,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.497602,1,320,144000,76,Rx,3,00,20,46,,,,,
1.497811,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.500300,1,2D0,230000,119,Rx,8,09,B9,09,00,10,00,00,B5
1.502344,1,2C4,228000,118,Rx,8,05,18,00,15,00,80,11,91
1.503460,1,20,148000,78,Rx,3,00,00,07,,,,,
1.503707,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.503955,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.504193,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.505053,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.505273,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.508489,1,2C1,228000,118,Rx,8,08,FD,0A,01,78,A8,00,FB
1.509559,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.509811,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.510020,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.515505,1,20,148000,78,Rx,3,00,00,07,,,,,
1.515750,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.515998,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.516438,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
1.517106,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.517328,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.521594,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.521820,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.523822,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.525882,1,2C4,228000,118,Rx,8,05,11,00,15,00,80,11,8A
1.527614,1,20,148000,78,Rx,3,00,00,07,,,,,
1.527860,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.528109,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.528427,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.529213,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.529433,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.532041,1,2D0,234000,121,Rx,8,09,BA,09,00,10,00,00,B6
1.533715,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.533967,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.534175,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.539663,1,20,148000,78,Rx,3,00,00,07,,,,,
1.539931,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.540220,1,2C1,230000,119,Rx,8,08,FD,0C,01,76,A8,00,FB
1.540458,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.541260,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.541482,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
1.545754,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.545906,1,320,144000,76,Rx,3,00,20,46,,,,,
1.546114,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.547400,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.549444,1,2C4,228000,118,Rx,8,05,14,00,15,00,80,11,8D
1.551706,1,20,148000,78,Rx,3,00,00,07,,,,,
1.551953,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.552201,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.552449,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.553301,1,22,238000,123,Rx,8,01,FB,01,FE,00,00,00,25
1.553525,1,23,216000,112,Rx,7,02,20,01,F1,00,00,3E,
1.557781,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.558033,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.558242,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.563631,1,57F,218000,113,Rx,7,68,00,10,00,00,00,80,
1.563787,1,20,148000,78,Rx,3,00,00,07,,,,,
1.564029,1,2D0,234000,121,Rx,8,09,B8,09,00,10,00,00,B4
1.564277,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.564516,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.565378,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.565598,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.569858,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.570084,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.571970,1,2C1,230000,119,Rx,8,08,FD,0C,01,76,A8,00,FB
1.572194,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.572980,1,2C4,228000,118,Rx,8,05,14,00,15,00,80,11,8D
1.575822,1,20,148000,78,Rx,3,00,00,07,,,,,
1.576068,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.576317,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.576555,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.577421,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.577645,1,23,216000,112,Rx,7,02,22,01,F2,00,00,41,
1.579131,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.581885,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.582137,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.582345,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.587853,1,20,148000,78,Rx,3,00,00,07,,,,,
1.588121,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.588470,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.589448,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.589668,1,23,212000,110,Rx,7,02,1F,01,EF,00,00,3B,
1.594012,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.594164,1,320,144000,76,Rx,3,00,20,46,,,,,
1.594372,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.595512,1,2D0,234000,121,Rx,8,09,B4,09,00,10,00,00,B0
1.596538,1,2C4,228000,118,Rx,8,05,11,00,15,00,80,11,8A
1.600006,1,20,148000,78,Rx,3,00,00,07,,,,,
1.600252,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.600491,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.600739,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.601601,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.601825,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.603697,1,2C1,228000,118,Rx,8,08,FD,0B,01,79,A8,00,FD
1.606069,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.606321,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.606529,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.610885,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.612037,1,20,148000,78,Rx,3,00,00,07,,,,,
1.612305,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.612543,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.613631,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.613855,1,23,216000,112,Rx,7,02,1F,01,F0,00,00,3C,
1.618127,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.618356,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.620081,1,2C4,230000,119,Rx,8,05,13,00,15,00,80,11,8C
1.620306,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.624090,1,20,148000,78,Rx,3,00,00,07,,,,,
1.624336,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.624584,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.624822,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.625690,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.625910,1,23,212000,110,Rx,7,02,1F,01,EF,00,00,3B,
1.627262,1,2D0,232000,120,Rx,8,09,B2,09,00,10,00,00,AE
1.630152,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.630405,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.630613,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.635454,1,2C1,234000,121,Rx,8,08,FD,0A,01,7D,A8,00,00
1.636097,1,20,148000,78,Rx,3,00,00,07,,,,,
1.636365,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.636603,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.637689,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.637913,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.642189,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.642341,1,320,144000,76,Rx,3,00,20,46,,,,,
1.642549,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.642794,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.643640,1,2C4,228000,118,Rx,8,05,14,00,15,00,80,11,8D
1.648148,1,20,148000,78,Rx,3,00,00,07,,,,,
1.648394,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.648632,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.648880,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.649744,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.649964,1,23,212000,110,Rx,7,02,1F,01,EF,00,00,3B,
1.650702,1,526,140000,74,Rx,3,24,14,4C,,,,,
1.654226,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.654479,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.654687,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.658989,1,2D0,230000,119,Rx,8,09,B1,09,00,10,00,00,AD
1.659239,1,4C1,242000,125,Rx,8,01,00,09,04,00,00,00,00
1.660175,1,20,148000,78,Rx,3,00,00,07,,,,,
1.660443,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.660681,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.661773,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.661997,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.666261,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.666488,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.667182,1,2C1,232000,120,Rx,8,08,FD,0B,01,7C,A8,00,00
1.667418,1,2C4,228000,118,Rx,8,05,14,00,15,00,80,11,8D
1.668200,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.672226,1,20,148000,78,Rx,3,00,00,07,,,,,
1.672472,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.672720,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.672959,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.673827,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.674051,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
1.674361,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.678319,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.678571,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.678779,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.684287,1,20,148000,78,Rx,3,00,00,07,,,,,
1.684555,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.684794,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.685877,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.686098,1,23,212000,110,Rx,7,02,1F,01,EE,00,00,3A,
1.690386,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.690538,1,320,144000,76,Rx,3,00,20,46,,,,,
1.690746,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.690982,1,2C4,228000,118,Rx,8,05,18,00,15,00,80,11,91
1.691220,1,2D0,230000,119,Rx,8,09,B3,09,00,10,00,00,AF
1.696358,1,20,148000,78,Rx,3,00,00,07,,,,,
1.696604,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.696853,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.697091,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.697955,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.698177,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.698927,1,2C1,230000,119,Rx,8,08,FD,0A,01,7F,A8,00,02
1.702445,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.702697,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.702905,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.706091,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.708389,1,20,148000,78,Rx,3,00,00,07,,,,,
1.708658,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.708896,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.709982,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.710202,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.714273,1,2C4,228000,118,Rx,8,05,17,00,15,00,80,11,90
1.714488,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.714714,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.716310,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.720464,1,20,148000,78,Rx,3,00,00,07,,,,,
1.720710,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.720948,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.721196,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.722056,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.722274,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.722517,1,2D0,234000,121,Rx,8,09,B4,09,00,10,00,00,B0
1.726543,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.726795,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.727003,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.730657,1,2C1,230000,119,Rx,8,08,FD,0B,01,81,A8,00,05
1.732527,1,20,148000,78,Rx,3,00,00,07,,,,,
1.732795,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.733033,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.734117,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.734339,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
1.737837,1,2C4,228000,118,Rx,8,05,18,00,15,00,80,11,91
1.738081,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.738629,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.738782,1,320,144000,76,Rx,3,00,20,46,,,,,
1.738990,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.744602,1,20,148000,78,Rx,3,00,00,07,,,,,
1.744848,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.745096,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.745340,1,4C3,236000,122,Rx,8,03,00,13,03,00,00,00,00
1.745581,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
1.746199,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.746419,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.750697,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.750949,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.751157,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.754221,1,2D0,232000,120,Rx,8,09,B7,09,00,10,00,00,B3
